id,intents_gold,slots_gold,intents_pred,slots_pred
test_426_51,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_259_47,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_426_52,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_310_51,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_274_46,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_259_48,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_212_39,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_321_56,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_399_50,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_212_40,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_310_52,weather/find,O O B-condition_temperature I-condition_temperature O O B-location I-location,weather/find,O O O B-condition_temperature O O B-location I-location
test_274_47,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_310_53,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_212_41,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_212_42,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_258_54,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_313_48,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_273_59,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_212_43,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_212_44,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_321_57,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_426_53,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_366_51,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_165_47,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_442_48,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_399_51,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_310_54,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_269_50,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_269_51,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_416_42,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_366_52,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_274_48,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_321_58,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_258_55,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_442_49,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_274_49,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_165_48,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_366_53,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_442_50,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_416_43,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_402_66,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_274_50,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_310_55,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_259_49,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_273_60,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_259_50,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_416_44,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_258_56,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_442_51,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_366_54,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_402_67,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_402_68,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_399_52,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_165_49,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_313_49,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_273_61,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_259_51,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_274_51,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_269_52,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_416_45,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_269_53,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_269_54,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_399_53,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_310_56,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_212_45,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_372_47,weather/find,O O O O B-location O,weather/find,O O O O O
test_269_55,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_416_46,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_321_59,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime B-datetime O B-location O
test_259_52,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_259_53,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_274_52,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_416_47,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_165_50,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_212_46,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_321_60,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_212_47,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_274_53,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_402_69,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_313_50,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_366_55,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_274_54,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O B-served_dish O B-location O B-datetime I-datetime O
test_212_48,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_274_55,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_310_57,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_366_56,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_399_54,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_366_57,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_310_58,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_426_54,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_402_70,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_360_47,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_366_58,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_442_52,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_402_71,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_310_59,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_372_48,weather/find,O O O O B-location O,weather/find,O O O O O
test_212_49,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_426_55,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_258_57,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_210_49,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime O O O
test_212_50,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_310_60,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_321_61,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_416_48,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_360_48,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_313_51,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_310_61,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_210_50,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_360_49,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_372_49,weather/find,O O O O B-location O,weather/find,O O O O O
test_442_53,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_274_56,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_366_59,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_165_51,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_360_50,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_372_50,weather/find,O O O O B-location O,weather/find,O O O O O
test_416_49,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_258_58,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_402_72,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_399_55,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_310_62,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_259_54,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_165_52,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_310_63,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_259_55,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_402_73,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_399_56,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_402_74,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_426_56,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_258_59,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_399_57,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_210_51,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_212_51,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_321_62,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_258_60,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_259_56,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_366_60,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_366_61,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_366_62,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_402_75,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_273_62,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_442_54,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_372_51,weather/find,O O O O B-location O,weather/find,O O O O O
test_442_55,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_269_56,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_372_52,weather/find,O O O O B-location O,weather/find,O O O O O
test_212_52,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_274_57,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_310_64,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_313_52,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_402_76,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_321_63,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_310_65,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_273_63,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_366_63,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_402_77,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_442_56,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_310_66,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_258_61,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_416_50,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_426_57,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_210_52,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_273_64,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_402_78,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_321_64,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_310_67,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_273_65,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_426_58,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_165_53,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_399_58,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_416_51,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_274_58,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_416_52,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_399_59,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_321_65,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime B-datetime O B-location O
test_416_53,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_258_62,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_313_53,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_165_54,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_442_57,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_212_53,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_402_79,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_399_60,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_269_57,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_416_54,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_372_53,weather/find,O O O O B-location O,weather/find,O O O O O
test_210_53,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_274_59,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O B-served_dish O B-location O B-datetime I-datetime O
test_399_61,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_258_63,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_210_54,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_360_51,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_165_55,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_269_58,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_360_52,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
